Sign,AngleX,AngleY,AngleZ,Finger1,Finger2,Finger3,Finger4,Finger5
A,327.00,15.60,293.27,5
A,336.07,9.41,290.47,5
A,340.09,11.61,299.56,5
A,347.54,20.75,329.74,5
A,333.57,27.52,316.35,5
A,333.87,27.28,316.43,5
A,328.31,27.33,309.93,5
A,328.37,29.16,312.17,5
A,321.34,37.11,313.40,5
A,308.99,41.42,305.54,5
A,311.57,45.00,311.57,5
A,319.36,45.00,319.36,5
A,321.74,44.29,321.05,5
A,322.32,39.67,317.04,5
A,324.18,41.57,320.86,5
A,321.95,45.74,322.67,5
A,320.19,43.36,318.58,5
A,321.63,34.99,311.48,5
A,327.64,33.59,316.35,5
A,324.05,26.04,303.97,5
A,325.92,29.52,309.93,5
A,325.47,22.71,301.31,5
A,329.43,27.33,311.19,5
A,331.10,25.67,311.04,5
A,330.26,25.67,310.06,5
A,326.50,26.90,307.48,5
A,322.52,32.69,309.93,5
A,324.29,26.57,304.82,5
A,325.49,28.33,308.10,5
A,326.11,32.04,312.98,5
A,324.66,30.18,309.35,5
A,328.87,32.52,316.55,5
A,328.35,31.65,315.00,5
A,327.82,22.97,303.97,5
A,327.82,23.61,304.79,5
A,344.46,40.43,341.92,5
A,334.00,28.76,318.37,5
A,328.66,24.78,307.16,5
A,322.55,27.69,304.42,5
A,324.05,33.59,312.48,5
A,318.43,32.05,305.22,5
A,313.56,39.16,307.76,5
A,304.96,42.35,302.50,5
A,313.45,41.28,309.75,5
A,307.21,41.28,303.69,5
A,306.25,40.60,302.15,5
A,308.66,31.26,295.91,5
A,304.99,37.46,298.21,5
A,309.16,47.76,311.89,5
A,315.00,45.63,315.63,5
A,311.99,36.18,303.36,5
A,323.42,30.03,307.92,5
A,328.03,30.18,312.98,5
A,328.57,28.75,311.92,5
A,325.91,30.07,310.55,5
A,326.51,28.43,309.29,5
A,318.99,32.05,305.75,5
A,317.16,33.21,305.22,5
A,315.00,41.02,311.02,5
A,314.67,41.51,311.19,5
A,315.00,34.79,304.79,5
A,315.00,36.50,306.50,5
A,318.07,29.46,302.16,6
A,317.10,34.27,306.25,5
A,326.63,35.54,317.32,5
A,321.63,29.90,305.99,5
A,317.16,39.91,312.05,5
A,318.66,34.42,307.92,5
A,314.47,32.57,302.10,5
A,317.86,33.31,305.99,5
A,312.07,41.42,308.54,5
A,320.19,40.43,315.63,5
A,312.84,35.96,303.93,5
A,315.53,33.21,303.69,5
A,317.60,29.85,302.15,5
A,326.00,26.93,306.98,5
A,327.42,40.35,323.05,5
A,323.81,37.68,316.55,5
A,322.52,33.36,310.65,5
A,318.99,32.76,306.50,6
A,316.64,38.85,310.46,5
A,311.41,43.48,309.91,5
A,315.60,45.87,316.47,5
A,314.13,44.40,313.53,5
A,308.37,42.48,305.94,5
A,318.59,35.69,309.16,5
A,327.99,50.58,332.81,5
A,328.61,53.93,336.04,5
A,321.95,41.57,318.58,5
A,319.85,41.57,316.44,5
A,321.05,28.07,303.42,5
A,325.07,30.43,310.06,5
A,325.33,26.39,305.66,5
A,324.50,21.66,299.10,5
A,324.90,23.85,302.16,5
A,325.46,25.56,304.79,5
A,326.88,27.05,308.05,5
A,327.48,28.20,310.06,5
A,322.41,33.06,310.21,5
A,319.36,35.97,310.21,5
A,317.93,36.63,309.47,5
A,320.44,41.57,317.04,5
A,328.64,39.36,323.39,5
A,331.56,32.01,319.09,5
A,330.04,34.78,320.31,5
A,331.56,39.81,326.98,5
A,333.60,40.40,329.74,5
A,326.00,35.54,316.64,5
A,315.00,41.93,311.93,5
A,317.73,35.69,308.31,5
A,312.51,32.10,299.90,5
A,328.60,28.55,311.72,5
A,322.09,12.06,285.35,5
A,324.50,25.20,303.42,5
A,326.03,21.66,300.52,5
A,330.62,25.49,310.27,5
A,331.68,17.92,300.96,5
A,336.22,24.86,316.43,5
A,340.39,33.46,331.67,5
A,339.90,36.87,334.00,5
A,329.77,33.51,318.65,5
A,327.45,33.12,315.63,5
A,326.88,31.68,313.40,5
A,325.47,25.08,304.23,6
A,329.52,41.78,326.63,5
A,326.03,23.39,302.70,5
A,334.51,39.84,330.26,5
A,331.89,37.00,324.66,5
A,331.05,38.71,325.38,5
A,335.35,37.00,328.65,5
A,325.46,26.57,305.99,6
A,325.46,26.57,305.99,5
A,324.89,31.68,311.28,5
A,323.20,29.29,306.87,5
A,320.19,49.40,324.46,5
A,316.52,52.84,324.29,5
A,326.31,48.01,329.04,5
A,323.20,41.28,319.57,5
A,322.98,39.81,317.86,5
A,321.05,32.69,308.44,5
A,328.92,33.97,318.18,5
A,327.45,32.55,315.00,5
A,326.00,37.02,318.18,5
A,322.06,40.84,317.95,6
A,325.33,41.58,322.06,5
A,327.50,40.05,322.84,6
A,310.21,51.20,316.44,6
A,306.50,53.50,315.00,5
A,302.76,49.62,307.11,5
A,306.50,54.04,315.57,6
A,311.02,48.98,315.00,5
A,310.46,42.24,307.76,5
A,315.00,38.44,308.44,5
A,317.27,39.64,311.89,6
A,313.56,48.07,316.64,6
A,312.90,35.17,303.22,6
A,312.51,30.96,298.81,5
A,326.41,30.03,311.04,5
A,321.74,30.34,306.59,5
A,309.15,41.71,305.97,5
A,301.66,50.57,306.87,5
A,309.81,43.03,307.88,6
A,310.03,44.31,309.35,6
A,306.96,48.72,310.60,5
A,309.64,48.11,312.73,5
A,310.03,48.52,313.53,5
A,310.43,40.65,306.18,5
A,313.76,40.05,308.84,6
A,323.53,33.11,311.42,6
A,325.22,32.57,312.61,5
A,330.30,33.06,318.77,5
A,327.78,31.65,314.37,6
A,322.98,36.14,314.08,5
A,328.33,30.30,313.45,5
A,330.38,33.60,319.45,5
A,353.97,24.48,346.93,5
A,336.86,53.56,342.49,5
A,327.09,34.94,317.19,5
A,329.52,31.68,316.35,6
A,326.31,36.47,317.95,5
A,320.19,32.09,306.96,5
A,313.60,38.31,306.96,6
A,311.89,49.54,316.44,5
A,310.21,54.51,319.85,5
A,311.89,52.89,319.85,5
A,318.58,51.01,324.46,5
A,311.99,51.46,318.49,5
A,310.89,49.97,315.87,5
A,307.99,43.93,306.96,5
A,321.01,34.44,310.27,5
A,326.00,27.65,307.83,5
A,325.51,30.45,310.55,5
A,319.57,36.18,310.65,5
A,314.08,38.05,307.16,5
A,311.89,45.97,312.86,6
A,303.31,57.90,316.33,6
A,306.50,54.04,315.57,5
A,313.03,52.63,320.71,5
A,310.65,54.31,320.09,5
A,311.71,49.79,316.52,5
A,305.22,50.39,310.46,5
A,307.21,45.00,307.21,5
A,317.39,39.35,311.71,5
A,317.27,35.17,307.34,5
A,318.07,35.49,308.44,5
A,312.05,40.65,307.76,5
A,309.47,45.00,309.47,5
A,308.80,45.00,308.80,5
A,307.99,42.06,305.17,5
A,312.86,41.28,309.16,5
A,309.47,46.97,311.42,5
A,310.21,45.69,310.89,5
A,311.02,42.24,308.31,5
A,310.21,47.66,312.86,5
A,308.31,47.76,311.02,5
A,309.35,45.69,310.03,5
A,310.03,45.00,310.03,5
A,308.31,46.76,310.03,5
A,310.21,46.69,311.89,6
A,309.35,46.69,311.02,5
A,308.80,46.69,310.46,5
A,307.76,46.76,309.47,5
A,311.99,43.03,310.03,6
A,310.03,43.24,308.31,5
A,319.21,46.64,320.83,6
A,316.47,41.99,313.45,5
A,312.86,41.28,309.16,5
A,313.48,43.40,311.89,5
A,314.40,43.45,312.86,5
A,315.00,44.08,314.08,5
A,315.60,40.21,310.80,5
A,317.39,43.53,315.92,5
A,315.87,45.00,315.87,5
A,313.56,38.44,307.05,5
A,315.57,37.76,308.31,5
A,316.40,36.25,307.60,5
A,316.40,35.17,306.50,5
A,318.78,45.00,318.78,5
A,315.60,42.86,313.45,5
A,310.46,43.99,309.47,5
A,311.42,37.48,304.08,5
A,314.40,37.16,306.59,6
A,314.08,48.78,317.86,6
A,315.00,42.86,312.86,5
A,315.00,39.35,309.35,6
A,317.86,39.64,312.48,5
A,318.59,39.29,312.86,5
A,316.33,35.69,306.96,6
A,320.85,39.15,315.00,5
A,316.33,39.29,310.60,5
A,318.07,37.21,310.21,5
A,314.43,40.03,309.47,5
A,313.56,41.89,310.46,6
A,313.56,41.89,310.46,6
A,315.87,41.02,311.89,5
A,315.87,44.13,315.00,5
A,314.13,43.48,312.61,5
A,315.00,42.61,312.61,6
A,315.60,44.40,315.00,5
A,315.00,38.44,308.44,6
A,313.56,40.21,308.80,5
A,320.03,40.60,315.64,5
A,318.59,39.29,312.86,5
A,319.95,39.15,314.08,5
A,317.20,37.87,310.03,5
A,317.16,33.93,305.96,5
A,320.44,38.66,314.08,5
A,318.59,43.67,317.27,5
A,313.60,44.13,312.73,5
A,311.93,43.48,310.43,5
A,312.97,45.00,312.97,5
A,312.97,40.80,308.80,5
A,315.87,48.49,319.36,5
A,313.56,47.27,315.83,5
A,315.00,42.96,312.97,5
A,314.17,42.96,312.14,6
A,316.40,38.66,310.03,5
A,316.33,37.37,308.66,5
A,318.59,42.84,316.44,6
A,320.71,42.27,318.01,5
A,317.86,39.64,312.48,5
A,315.87,42.61,313.48,6
A,314.13,42.86,311.99,5
A,312.05,38.05,305.22,6
A,312.14,39.03,306.25,5
A,311.02,40.38,306.50,6
A,308.66,44.31,307.99,5
A,312.48,45.97,313.45,5
A,309.16,50.25,314.40,6
A,316.55,33.97,305.42,5
A,313.56,36.59,305.22,5
A,312.61,31.33,299.25,5
A,311.42,27.07,294.27,5
A,307.88,35.99,299.46,6
A,307.88,40.60,303.69,6
A,309.81,37.48,302.57,5
A,310.60,42.34,307.99,5
A,311.22,41.71,307.99,6
A,314.43,45.00,314.43,5
A,315.57,42.96,313.53,5
A,314.17,42.05,311.22,5
A,315.57,40.46,311.02,5
A,316.40,37.99,309.35,6
A,320.03,42.14,317.19,5
A,316.40,38.66,310.03,5
A,318.07,40.43,313.48,5
A,317.86,42.14,315.00,5
A,317.27,40.60,312.86,6
A,316.40,40.60,311.99,5
A,316.40,40.60,311.99,5
A,317.86,42.14,315.00,5
A,315.00,40.46,310.46,5
A,316.40,39.64,311.02,5
A,316.40,40.60,311.99,5
A,317.04,43.56,315.60,6
A,316.40,40.60,311.99,6
A,316.40,40.60,311.99,5
A,317.27,38.66,310.89,5
A,317.04,45.00,317.04,6
A,317.86,45.81,318.66,6
A,317.95,48.43,321.34,5
A,317.04,43.56,315.60,6
A,316.40,41.22,312.61,5
A,315.57,41.42,311.99,5
A,315.57,41.42,311.99,6
A,315.57,41.42,311.99,6
A,315.00,42.61,312.61,6
A,316.44,42.05,313.48,5
A,315.57,38.80,309.35,5
A,315.57,39.47,310.03,5
A,315.57,38.80,309.35,5
A,314.43,44.13,313.56,5
A,315.00,48.66,318.66,6
A,315.00,44.40,314.40,6
A,315.00,42.61,312.61,6
A,315.57,39.47,310.03,6
A,315.00,42.61,312.61,6
A,315.00,41.99,311.99,5
A,315.87,42.61,313.48,6
A,316.44,45.00,316.44,5
A,315.00,42.61,312.61,5
A,315.00,42.61,312.61,6
A,316.47,44.13,315.60,5
A,315.87,43.53,314.40,5
A,315.00,41.99,311.99,6
A,313.56,42.86,311.42,5
A,317.27,44.17,316.44,5
A,311.93,40.89,307.88,5
A,310.43,41.71,307.21,6
A,309.91,38.81,303.93,5
A,311.41,35.43,302.10,5
A,311.34,39.03,305.49,6
A,313.60,35.75,304.44,6
A,315.57,39.47,310.03,6
A,315.87,41.02,311.89,5
A,315.57,41.42,311.99,6
A,316.44,38.80,310.21,5
A,316.44,42.05,313.48,6
A,317.04,45.83,317.86,6
A,314.17,35.96,305.17,5
A,315.57,35.96,306.50,6
A,314.43,34.61,304.08,5
A,314.17,35.96,305.17,6
A,317.27,37.99,310.21,5
A,317.86,38.66,311.48,5
A,314.17,37.05,306.25,5
A,315.87,36.50,307.34,5
A,313.53,40.80,309.35,6
A,311.42,39.43,305.96,6
A,314.08,43.40,312.48,6
A,311.99,39.43,306.50,6
A,311.89,41.51,308.44,5
A,311.99,38.66,305.75,5
A,311.22,40.65,306.96,6
A,317.14,41.89,314.03,6
A,321.01,36.96,312.90,5
A,323.97,41.41,320.49,5
A,324.70,39.15,318.99,5
A,327.56,37.94,320.81,5
A,322.52,35.94,313.40,6
A,321.74,35.27,311.89,6
A,321.56,36.14,312.61,6
A,321.05,36.87,312.86,6
A,326.59,32.57,314.08,6
A,323.48,34.49,312.86,5
A,324.92,35.08,315.00,5
A,324.05,34.49,313.45,5
A,326.89,34.54,316.55,5
A,328.03,34.53,317.79,5
A,326.50,33.50,315.00,6
A,319.64,34.35,308.80,5
A,317.93,35.97,308.80,5
A,314.17,37.76,306.96,6
A,316.47,41.99,313.45,5
A,315.00,42.48,312.48,5
A,311.02,38.42,304.61,6
A,312.86,43.03,310.89,5
A,312.05,38.81,305.96,6
A,309.29,31.89,296.98,6
A,315.00,30.41,300.41,6
A,312.97,32.70,300.88,6
A,315.00,40.89,310.89,6
A,311.42,39.43,305.96,5
A,310.03,46.01,311.02,6
A,309.35,47.66,311.99,6
A,308.31,43.13,306.50,6
A,308.80,42.06,305.96,6
A,306.70,50.65,312.27,5
A,311.22,49.57,315.81,6
A,318.78,45.00,318.78,6
A,320.09,44.47,319.57,5
A,324.69,41.19,321.01,5
A,320.44,39.56,315.00,5
A,322.09,26.36,302.47,6
A,318.49,37.59,311.02,6
A,320.85,42.07,317.95,5
A,315.57,42.96,313.53,5
A,319.64,45.57,320.19,6
A,314.17,38.80,307.99,5
A,318.34,32.09,305.17,6
A,320.44,39.56,315.00,6
A,319.18,36.70,310.80,5
A,314.43,32.62,302.11,5
A,316.47,38.31,309.75,6
A,314.43,33.42,302.91,6
A,313.53,34.79,303.42,5
A,315.00,34.23,304.23,5
A,317.95,24.27,296.57,5
A,318.78,24.57,297.55,5
A,317.27,17.45,288.79,5
A,315.00,14.93,284.93,6
A,314.43,29.25,298.77,5
A,314.43,32.62,302.11,6
A,317.27,33.31,305.43,6
A,317.27,41.22,313.48,5
A,315.57,41.42,311.99,6
A,315.57,42.05,312.61,6
A,315.00,41.42,311.42,6
A,315.57,42.05,312.61,6
A,316.44,41.42,312.86,6
A,317.04,42.96,315.00,5
A,315.57,40.46,311.02,6
A,315.00,43.53,313.53,5
A,317.27,44.17,316.44,6
A,315.00,42.96,312.97,6
A,314.43,43.53,312.97,5
A,316.40,38.66,310.03,6
A,315.87,43.53,314.40,6
A,312.86,40.55,308.44,5
A,311.89,40.38,307.34,6
A,312.86,37.48,305.43,6
A,307.76,41.13,304.08,5
A,305.96,41.73,302.91,5
A,307.34,43.00,305.43,5
A,304.44,45.78,305.17,5
A,305.97,40.08,301.41,5
A,318.01,41.02,314.03,6
A,317.04,40.46,312.48,5
A,317.86,38.66,311.48,6
A,315.83,38.66,309.47,6
A,317.86,38.66,311.48,5
A,316.40,35.17,306.50,5
A,317.20,35.49,307.60,6
A,316.44,47.16,318.59,5
A,315.92,47.04,317.95,5
A,311.28,51.69,318.01,5
A,303.42,55.77,314.13,5
A,306.25,56.58,318.01,5
A,311.50,60.71,327.62,5
A,304.73,64.17,325.07,5
A,307.83,63.61,327.42,6
A,305.42,63.96,325.51,6
A,307.33,67.32,331.28,5
A,307.88,69.40,334.21,5
A,308.87,70.08,335.79,6
A,308.66,59.04,323.13,6
A,303.69,48.72,307.21,6
A,303.22,37.12,296.36,6
A,306.96,42.35,304.44,5
A,305.22,46.92,307.05,6
A,303.97,55.18,314.08,6
A,305.96,48.62,309.47,5
A,306.96,47.76,309.64,5
A,307.60,49.45,311.99,5
A,307.34,56.07,318.59,5
A,309.75,52.24,317.04,5
A,305.43,60.10,321.05,6
A,305.22,57.95,318.43,6
A,309.03,57.95,322.32,5
A,310.55,57.31,323.13,6
A,309.16,54.31,318.59,6
A,309.16,55.51,319.85,6
A,307.60,51.56,314.13,5
A,308.80,48.29,312.05,5
A,309.35,46.69,311.02,5
A,308.80,45.69,309.47,5
A,308.31,48.72,311.99,5
A,307.76,46.07,308.80,6
A,307.60,43.86,306.50,6
A,309.35,45.00,309.35,6
A,310.46,42.24,307.76,5
A,310.03,42.51,307.60,5
A,309.35,43.20,307.60,6
A,310.46,41.51,307.05,5
A,310.89,42.51,308.44,5
A,307.99,40.08,303.31,5
A,309.16,43.13,307.34,6
A,313.40,37.18,305.66,6
A,311.48,41.38,307.92,6
A,308.80,37.97,302.11,5
A,305.75,46.92,307.60,6
A,302.57,48.14,305.49,5
A,305.22,48.72,308.80,6
A,309.93,48.49,313.40,6
A,305.75,51.95,312.61,5
A,302.09,36.12,294.59,6
A,307.99,34.33,298.07,5
A,312.48,41.51,309.03,5
A,315.00,43.40,313.40,6
A,315.00,37.34,307.34,6
A,315.57,32.11,302.62,5
A,317.86,35.17,307.92,6
A,315.00,32.11,302.11,6
A,315.92,39.03,309.93,6
A,314.37,39.43,308.81,6
A,307.05,41.86,304.08,5
A,305.96,44.22,305.22,6
A,304.44,47.65,306.96,5
A,305.75,49.40,310.03,5
A,308.31,44.27,307.60,6
A,306.18,44.27,305.49,6
A,306.96,44.27,306.25,5
A,309.35,45.69,310.03,5
A,308.31,49.35,312.61,6
A,306.18,44.27,305.49,6
A,307.99,40.08,303.31,5
A,311.02,37.18,303.42,6
A,305.97,30.34,293.01,5
A,311.22,30.41,297.22,5
A,311.48,39.40,305.99,6
A,313.03,37.30,305.42,6
A,309.75,39.01,303.97,6
A,306.87,40.31,302.47,5
A,300.00,46.49,301.31,6
A,299.25,43.96,298.37,6
A,297.90,49.84,302.11,6
A,298.37,50.71,303.42,6
A,305.66,42.75,303.55,6
A,305.96,43.00,304.08,6
A,308.44,43.08,306.59,5
A,310.21,42.06,307.34,6
A,307.99,40.08,303.31,5
A,305.96,40.86,302.11,5
A,302.10,42.85,300.19,5
A,297.94,47.25,299.85,6
A,301.36,45.88,302.15,5
A,306.59,43.78,305.43,6
A,304.61,47.00,306.50,6
A,302.10,36.47,294.87,6
A,310.65,30.21,296.57,5
A,306.50,38.57,300.54,6
A,303.69,45.00,303.69,5
A,310.80,45.69,311.48,6
A,307.99,38.83,302.15,6
A,308.34,35.04,299.01,6
A,311.93,35.43,302.57,6
A,314.43,37.60,307.05,5
A,316.40,35.17,306.50,6
A,312.61,42.40,310.03,6
A,313.45,38.66,307.16,6
A,306.96,31.28,294.57,6
A,310.21,35.74,301.31,5
A,310.03,35.08,300.54,6
A,307.76,31.28,295.20,6
A,308.80,33.37,297.90,5
A,308.80,40.08,304.08,5
A,311.48,44.31,310.80,6
A,311.48,49.11,315.60,6
A,310.03,46.97,311.99,5
A,308.31,44.27,307.60,5
A,311.02,41.51,307.60,6
A,311.48,42.51,309.03,5
A,311.02,39.61,305.75,5
A,310.03,41.38,306.50,5
A,311.99,39.43,306.50,5
A,312.61,39.93,307.60,5
A,313.48,40.65,309.16,5
A,312.14,35.99,303.31,4
A,314.43,35.75,305.22,5
A,315.00,36.59,306.59,4
A,314.13,37.34,306.50,4
A,315.57,37.76,308.31,5
A,314.43,33.42,302.91,4
A,315.00,33.42,303.42,5
A,315.00,34.08,304.08,5
A,315.57,34.08,304.61,5
A,315.00,36.50,306.50,5
A,315.00,34.08,304.08,5
A,315.87,37.60,308.44,5
A,315.87,37.60,308.44,5
A,312.86,38.66,306.59,5
A,309.29,34.13,299.01,6
A,310.60,38.66,304.44,5
A,311.89,38.42,305.43,5
A,311.99,38.66,305.75,6
A,312.61,35.66,303.42,6
A,312.61,38.05,305.75,5
A,313.48,36.87,305.43,5
A,312.61,35.66,303.42,5
A,312.97,37.16,305.22,5
A,312.05,36.87,304.08,5
A,312.97,35.99,304.08,5
A,313.56,34.23,302.91,5
A,315.00,35.75,305.75,5
A,315.00,34.23,304.23,5
A,313.48,38.81,307.34,5
A,315.00,33.42,303.42,5
A,315.00,28.77,298.77,5
A,315.00,34.23,304.23,5
A,315.60,36.59,307.16,5
A,315.60,35.43,305.99,5
A,312.61,38.81,306.50,5
A,314.37,43.03,312.40,5
A,307.76,44.27,307.05,5
A,306.18,46.07,307.21,6
A,313.56,42.86,311.42,5
A,318.78,40.60,314.37,5
A,311.22,39.93,306.25,5
A,311.42,41.28,307.76,5
A,309.81,43.03,307.88,5
A,320.19,37.87,313.03,6
A,312.80,40.03,307.88,5
A,317.86,38.66,311.48,5
A,316.40,38.66,310.03,5
A,313.56,40.89,309.47,5
A,312.61,41.71,309.35,5
A,314.08,43.40,312.48,6
A,312.48,43.31,310.80,5
A,311.89,38.42,305.43,6
A,309.64,35.04,300.15,5
A,307.88,37.30,300.65,5
A,312.05,36.87,304.08,5
A,312.05,34.82,302.11,5
A,310.60,37.48,303.31,6
A,311.99,30.96,298.37,5
A,310.46,32.77,298.77,5
A,311.42,34.13,300.88,5
A,310.60,41.28,306.96,5
A,311.22,38.81,305.17,5
A,311.99,41.28,308.31,5
A,312.80,35.75,303.69,5
A,315.00,37.34,307.34,5
A,314.13,39.16,308.31,5
A,314.13,40.89,310.03,5
A,314.13,39.16,308.31,5
A,312.97,39.75,307.76,6
A,315.00,37.92,307.92,5
A,312.97,34.79,302.91,5
A,309.29,31.89,296.98,5
A,318.07,36.18,309.16,5
A,319.18,37.37,311.48,5
A,317.04,37.76,309.75,6
A,315.60,42.86,313.45,5
A,315.60,39.16,309.75,5
A,312.61,38.05,305.75,5
A,314.37,38.66,308.05,5
A,313.45,40.55,309.03,5
A,311.28,41.13,307.48,5
A,304.23,45.00,304.23,5
A,304.23,46.27,305.43,5
